9,PC.14/SPI1_MISO1/SC4_PWR/TM3_EXT/SD1_CLK/CAP_DATA5/ETM_TRACE_DATA1/EBI_A2,
10,PC.15/SPI1_MOSI0/SC4_DAT/SD1_DAT3/CAP_DATA4/ETM_TRACE_DATA0/EBI_A3,
11,PD.0/SPI1_MISO0/SC4_CLK/SD1_DAT2/CAP_DATA3/ETM_TRACE_CLK/EBI_A4/INT3,
12,PD.1/SPI1_CLK/TM0_CNT_OUT/SD1_DAT1/CAP_DATA2/EBI_A5,
13,PD.3/SC5_CLK/I2C3_SDA/ACMP2_O/SD0_CDn/CAP_DATA0/JTAG_TDO/EBI_A7,
14,PD.4/SC5_CD/UART3_RXD/ACMP1_O/CAP_SCLK/JTAG_TDI/EBI_A8,
15,PD.5/SC5_RST/UART3_TXD/CAP_VSYNC/JTAG_nTRST/EBI_A9,
16,PD.6/SC5_PWR/UART3_RTS/SD0_CMD/CAP_HSYNC/EBI_A10,
17,PD.7/SC5_DAT/UART3_CTS/SD0_CLK/CAP_PIXCLK/EBI_A11,
18,PG.13/XT1_IN,
19,PG.12/XT1_OUT,
20,nRESET,
21,LDO_CAP,
22,VSS,
23,VDD,
24,PG.10/ICE_CLK/JTAG_TCK,
25,PG.11/ICE_DAT/JTAG_TMS,
26,PG.15/X32K_IN/I2C1_SCL,
27,PG.14/X32K_OUT/I2C1_SDA,
28,VBAT,
29,PA.0/TAMPER0/SC0_CD/CAN1_RXD/INT0,
30,PA.1/TAMPER1/SC5_CD/CAN1_TXD/EBI_A22,
31,PA.2/SC2_DAT/SPI3_MISO0/I2S0_MCLK/BRAKE11/CAP_SFIELD/EBI_A12,
32,PA.3/SC2_CLK/SPI3_MOSI0/I2S0_DO/BRAKE10/EBI_A13,
33,PA.4/SC2_PWR/SPI3_CLK/I2S0_DI/QEI1_Z/EBI_A14/ECAP1_IC2,
34,PA.5/SC2_RST/SPI3_SS0/I2S0_BCLK/PWM0_0/QEI1_B/EBI_A15/ECAP1_IC1,
35,PA.6/SC2_CD/I2S0_LRCK/PWM0_1/QEI1_A/CAN1_TXD/EBI_A16/ECAP1_IC0,
36,PA.7/SC0_CLK/SPI3_SS0/PWM1_3/EPWM0_5/EBI_A17,
37,PA.8/SC0_RST/SPI3_CLK/PWM1_2/EPWM0_4/EBI_A18,
38,PA.9/SC0_PWR/SPI3_MISO0/PWM1_1/EPWM0_3/EBI_A19,
39,PA.10/SC0_DAT/SPI3_MOSI0/PWM1_0/EPWM0_2/EBI_A20,
40,PA.11/UART0_RTS/SPI3_MISO1/PWM0_5/EPWM0_1/EBI_AD0,
41,PA.12/UART0_CTS/SPI3_MOSI1/PWM0_4/EPWM0_0/EBI_AD1,
42,PA.13/UART0_RXD/SC3_DAT/PWM1_4/EBI_AD2,
43,PA.14/UART0_TXD/SC3_CLK/PWM1_5/EBI_AD3,
44,PA.15/SC3_PWR/UART2_RTS/I2C0_SCL/EBI_A21,
45,PC.9/STADC/UART2_CTS/SC3_RST/I2C0_SDA/CAP_DATA1/I2C3_SCL/EBI_A22/SD1_DAT0/EBI_A6,
46,PC.10/SC3_CD/UART2_RXD/PWM0_2/EBI_A23/EBI_AD2,
47,PC.11/UART2_TXD/PWM0_3/EBI_A24/EBI_AD3,
48,LDO_CAP,
49,VSS,
50,VDD,
51,VRES,
52,VBUS,
53,USB_VDD33_CAP,
54,VSSA,
55,USB0_D-,
56,USB0_D+,
57,USB0_OTG_ID,
58,PB.0/USB0_OTG5V_ST/I2C4_SCL/INT1,
59,PB.1/USB0_OTG5V_EN/I2C4_SDA/TM1_CNT_OUT,
60,PB.2/UART1_RXD/SPI2_SS0/USB1_D-/EBI_AD4,
61,PB.3/UART1_TXD/SPI2_CLK/USB1_D+/EBI_AD5,
62,PB.4/UART1_RTS/SPI2_MISO0/UART4_RXD/TM0_CNT_OUT/EBI_AD6,
63,PB.5/UART1_CTS/SPI2_MOSI0/UART4_TXD/EBI_AD7,
64,PB.6/I2C2_SCL/BRAKE01/UART4_RTS/PWM1_4/EPWM1_0/EBI_AD8,
65,PB.7/I2C2_SDA/BRAKE00/UART4_CTS/PWM1_5/EPWM1_1/ETM_TRACE_DATA3/EBI_AD9,
66,PB.8/UART5_CTS/EPWM1_2/ETM_TRACE_DATA2/EBI_AD10,
67,PB.9/UART5_RTS/EPWM1_3/ETM_TRACE_DATA1/EBI_AD11,
68,PB.10/UART5_TXD/EPWM1_4/ETM_TRACE_DATA0/EBI_AD12,
69,PB.11/UART5_RXD/EPWM1_5/ETM_TRACE_CLK/EBI_AD13,
70,PB.12/UART4_RTS/SPI2_MISO1/CAN0_RXD/EMAC_MII_MDC/EBI_AD14,
71,PB.13/UART4_CTS/SPI2_MOSI1/CAN0_TXD/EMAC_MII_MDIO/EBI_AD15,
72,PB.14/I2S1_MCLK/SC1_RST/BRAKE01/EMAC_MII_MDC,
73,PB.15/I2S1_DO/SC1_DAT/BRAKE00/EMAC_MII_MDIO,
74,VDD,
75,PC.0/I2S1_DI/SC1_DAT/UART4_RXD/EMAC_REFCLK/EBI_MCLK/INT2,
76,PC.1/I2S1_BCLK/SC1_CLK/UART4_TXD/TM3_CNT_OUT/EMAC_MII_RXERR/EBI_AD13,
77,PC.2/I2S1_LRCK/SC1_PWR/UART4_RTS/SPI0_SS0/EMAC_MII_RXDV/EBI_AD12,
78,PC.3/I2S1_MCLK/SC1_CD/UART4_CTS/SPI0_MISO1/QEI0_Z/EMAC_MII_RXD1/EBI_AD11/ECAP0_IC2,
79,PC.4/I2S1_DO/SC1_RST/SPI0_MOSI1/QEI0_B/EMAC_MII_RXD0/EBI_AD10/ECAP0_IC1,
80,PC.5/CLKO/QEI0_A/EMAC_MII_RXCLK/EBI_MCLK/ECAP0_IC0,
81,PC.6/TM2_EXT/SPI0_MISO0/TM2_CNT_OUT/EMAC_MII_TXD0/EBI_AD9,
82,PC.7/TM1_EXT/SPI0_MOSI0/EMAC_MII_TXD1/EBI_AD8,
83,PC.8/TM0_EXT/SPI0_CLK/EMAC_MII_TXEN,
84,LDO_CAP,
85,VSS,
86,PE.0/ADC0_0/INT4,
87,PE.1/ADC0_1/TM2_CNT_OUT,
88,PE.2/ADC0_2/ACMP0_O/SPI0_MISO0,
89,PE.3/ADC0_3/ACMP0_P3/SPI0_MOSI0,
90,PE.4/ADC0_4/ACMP0_P2/SPI0_SS0,
91,PE.5/ADC0_5/ACMP0_P1/SPI0_CLK/SD0_CDn,
92,PE.6/ADC0_6/ACMP0_P0/SPI0_MISO0/SD0_CMD/EBI_nWR,
93,PE.7/ADC0_7/ACMP0_N/SPI0_MOSI0/SD0_CLK/EBI_nRD,
94,AVSS,
95,Vref,
96,AVDD,
97,PE.8/ADC0_8/ADC1_0/ACMP1_N/TM1_CNT_OUT/SD0_DAT3/EBI_ALE,
98,PE.9/ADC0_9/ADC1_1/ACMP1_P0/SD0_DAT2/EBI_nWRH,
99,PE.10/ADC0_10/ADC1_2/ACMP1_P1/SPI0_MISO1/SD0_DAT1/EBI_nWRL,
100,PE.11/ADC0_11/ADC1_3/ACMP1_P2/SPI0_MOSI1/SD0_DAT0/ACMP2_P3/EBI_nCS0,
/*** (C) COPYRIGHT 2013-2023 Nuvoton Technology Corp. ***/
